country_or_area,year,Biogases - Final energy consumption,Direct use of geothermal heat - Final energy consumption,Electricity - Gross demand,Electricity - Gross production,Electricity - total hydro production,Electricity - total nuclear production,Electricity - total solar production,Electricity - total wind production,Gas Oil/ Diesel Oil - Final energy consumption,Hard coal - final energy consumption,Heat - Final energy consumption,Liquified Petroleum Gas (LPG) - Final energy consumption,Motor Gasoline - Final energy consumption,Natural Gas (including LNG) - final energy consumption,Petroleum Coke - Final energy consumption,value
Netherlands,2012,4182.0,495.0,115757.0,103298.0,104.0,3915.0,226.0,4981.0,7543.0,130.0,112559.0,382.0,4039.0,879335.0,,195295.943888972
Netherlands,2013,4645.0,993.0,115174.0,101736.0,114.0,2891.0,487.0,5627.0,7460.0,90.0,112764.0,371.0,3934.0,903786.0,,195039.407791336
New Zealand,1991,54.0,7042.0,32410.0,33296.0,22892.0,,,,1102.0,124.0,,111.0,1927.0,71752.0,,66822.617722031
New Zealand,1992,56.0,7014.0,31932.0,32894.0,21091.0,,,1.0,1275.0,64.0,,117.0,1978.0,73281.0,,67999.4999995816
New Zealand,1993,54.0,7244.0,33359.0,34275.0,23491.0,,,1.0,1288.0,170.0,,117.0,1962.0,73651.0,,67631.7325014562
New Zealand,1994,54.0,7514.0,34027.0,34851.0,25834.0,,,1.0,1427.0,201.0,,118.0,2076.0,74773.0,,68816.5832879109
New Zealand,1995,56.0,7482.0,35250.0,36062.0,27532.0,,,1.0,1628.0,286.0,,119.0,2099.0,72755.0,,69641.424602133
New Zealand,1996,57.0,7499.0,35561.0,36473.0,26180.0,,,8.0,1700.0,246.0,,122.0,2076.0,74786.0,,71834.4611971898
New Zealand,1997,60.0,7538.0,35992.0,37109.0,23256.0,,,14.0,1794.0,268.0,,121.0,2129.0,71517.0,,74637.9895126178
New Zealand,1998,61.0,7799.0,36579.0,37612.0,25317.0,,,22.0,1834.0,268.0,,108.0,2151.0,67883.0,,72205.1448935392
New Zealand,1999,127.0,7958.0,36643.0,37817.0,22917.0,,,39.0,1903.0,249.0,,104.0,2182.0,71409.0,,74264.3360727654
New Zealand,2000,136.0,8125.0,38070.0,39247.0,24433.0,,,120.0,2044.0,264.0,,114.0,2160.0,77968.0,,76384.6869460101
New Zealand,2001,163.0,8172.0,38219.0,39572.0,21679.0,,,139.0,2034.0,411.0,,131.0,2174.0,76591.0,,79058.6235689067
New Zealand,2002,172.0,8880.0,39386.0,40629.0,24870.0,,,155.0,2178.0,369.0,,138.0,2248.0,79900.0,,79616.9981055823
New Zealand,2003,163.0,9008.0,39454.0,40777.0,23620.0,,,146.0,2260.0,494.0,,138.0,2323.0,60724.0,,82021.5878477474
New Zealand,2004,99.0,9286.0,41264.0,42505.0,26926.0,,,361.0,2332.0,288.0,,158.0,2420.0,62634.0,,81648.8272771088
New Zealand,2005,199.0,9400.0,41515.0,42968.0,23325.0,,,614.0,2448.0,255.0,,158.0,2361.0,49112.0,,83666.2879285929
New Zealand,2006,235.0,9377.0,42123.0,43602.0,23571.0,,,622.0,2491.0,262.0,,169.0,2379.0,47188.0,,83696.7494402892
New Zealand,2007,253.0,9556.0,42285.0,43749.0,23638.0,,,930.0,2571.0,320.0,,175.0,2422.0,46830.0,,81157.8794314686
New Zealand,2008,253.0,9624.0,42306.0,43838.0,22336.0,,,1058.0,2564.0,346.0,,172.0,2381.0,45663.0,,81020.646149607
New Zealand,2009,253.0,9836.0,42080.0,43453.0,24221.0,,,1476.0,2439.0,241.0,,167.0,2339.0,53021.0,,78624.7002877506
New Zealand,2010,253.0,9481.0,43457.0,44876.0,24716.0,,,1634.0,2446.0,268.0,,141.0,2329.0,57189.0,,78942.2908980154
New Zealand,2011,253.0,8727.0,43108.0,44465.0,25114.0,,,1952.0,2513.0,133.0,,138.0,2278.0,54762.0,,78941.5208964196
New Zealand,2012,253.0,9963.0,42806.0,44260.0,22901.0,,5.0,2076.0,2570.0,99.0,,150.0,2270.0,57945.0,,80890.3639254294
New Zealand,2013,253.0,10669.0,41882.0,43265.0,23044.0,,7.0,2024.0,2667.0,237.0,,146.0,2266.0,65221.0,,80298.3251469851
Norway,1991,221.0,,106314.0,111009.0,110580.0,,,,2793.0,651.0,3777.0,28.0,1727.0,,,49586.8891439841
Norway,1992,311.0,,106869.0,117503.0,117062.0,,,,2779.0,659.0,3845.0,47.0,1690.0,,,47778.6271571411
Norway,1993,441.0,,110550.0,120107.0,119622.0,,,7.0,2969.0,658.0,4263.0,67.0,1677.0,,,49802.7844557724
Norway,1994,557.0,,110715.0,113356.0,112676.0,,,9.0,2981.0,766.0,4071.0,80.0,1682.0,,,51704.4180201368
Norway,1995,651.0,,114191.0,123199.0,122487.0,,,10.0,3076.0,835.0,4406.0,93.0,1664.0,,,51411.1492564084
Norway,1996,654.0,,112806.0,104984.0,104148.0,,,9.0,3430.0,836.0,4817.0,90.0,1689.0,,,54411.0952561063
Norway,1997,1043.0,,113042.0,111657.0,110938.0,,,11.0,3329.0,815.0,4759.0,95.0,1664.0,,,54333.9463603583
Norway,1998,1039.0,,118259.0,117008.0,116280.0,,,11.0,3459.0,873.0,5092.0,108.0,1681.0,,,54499.0166279507
Norway,1999,1056.0,,119106.0,122717.0,121882.0,,,25.0,3637.0,882.0,5556.0,101.0,1669.0,,,55476.4362183585
Norway,2000,1064.0,,122179.0,142982.0,142289.0,,,31.0,3247.0,861.0,5374.0,196.0,1619.0,8197.0,,54883.3750109775
Norway,2001,950.0,,123141.0,121890.0,121026.0,,,27.0,3395.0,759.0,6653.0,187.0,1679.0,8364.0,,56145.0027583016
Norway,2002,1087.0,,119248.0,130705.0,129837.0,,,75.0,3546.0,668.0,7180.0,217.0,1664.0,6407.0,,55060.5037050923
Norway,2003,512.0,,113542.0,107273.0,106084.0,,,218.0,3633.0,656.0,7939.0,224.0,1647.0,8474.0,4.0,55665.8918961297
Norway,2004,489.0,,119967.0,110617.0,109291.0,,,252.0,3588.0,736.0,8317.0,210.0,1637.0,9911.0,2.0,56214.0084775802
Norway,2005,635.0,,123540.0,138009.0,136452.0,,,499.0,3593.0,610.0,8730.0,187.0,1579.0,10255.0,2.0,55291.6168204172
Norway,2006,665.0,,120717.0,121582.0,119729.0,,,636.0,3800.0,519.0,9424.0,204.0,1519.0,11053.0,1.0,55071.686061874
Norway,2007,531.0,,124325.0,137192.0,134736.0,,,892.0,3952.0,563.0,10389.0,197.0,1440.0,11910.0,8.0,56966.3456187061
Norway,2008,702.0,,125624.0,142134.0,139981.0,,,913.0,3915.0,588.0,11001.0,202.0,1351.0,13830.0,11.0,55440.9768200456
Norway,2009,609.0,,120198.0,131773.0,126077.0,,,977.0,4024.0,438.0,12436.0,203.0,1269.0,13930.0,0.0,52699.8529291815
Norway,2010,512.0,,129200.0,123640.0,117152.0,,,879.0,4399.0,576.0,16081.0,203.0,1201.0,16527.0,17.0,55299.0969643191
Norway,2011,499.0,,121486.0,127655.0,121552.0,,,1283.0,4283.0,610.0,14049.0,202.0,1090.0,14105.0,15.0,54308.6438462418
Norway,2012,643.0,,126867.0,147716.0,142812.0,,,1548.0,4247.0,527.0,15823.0,186.0,1003.0,16024.0,25.0,53872.3085295614
Norway,2013,519.0,,126571.0,133975.0,128699.0,,,1881.0,4327.0,560.0,17618.0,162.0,967.0,20381.0,22.0,53585.6323909077
Poland,1991,187.0,,116816.0,134714.0,3411.0,,,,4540.0,28216.0,647664.0,26.0,3568.0,249311.0,,462432.787739736
Poland,1992,206.0,,113552.0,132750.0,3570.0,,,,4669.0,26192.0,606830.0,44.0,3774.0,247880.0,,447713.503956584
Poland,1993,62.0,,116264.0,133867.0,3576.0,,,,4775.0,32409.0,532435.0,162.0,3872.0,259768.0,,448350.912134395
Poland,1994,249.0,,117306.0,135347.0,3786.0,,,,4792.0,28481.0,497971.0,313.0,4281.0,270051.0,,443218.560379242
Poland,1995,425.0,,121880.0,139006.0,3851.0,,,1.0,5013.0,34265.0,369156.0,495.0,4351.0,282085.0,,445272.754045013
Poland,1996,580.0,,125326.0,143173.0,3910.0,,,0.0,6361.0,35013.0,390538.0,655.0,4537.0,284270.0,,458480.439643422
Poland,1997,600.0,,125536.0,142790.0,3816.0,,,2.0,6880.0,30761.0,362447.0,822.0,4933.0,305934.0,,448855.478154987
Poland,1998,654.0,,123998.0,142789.0,4327.0,,,4.0,7061.0,24673.0,337836.0,839.0,4992.0,296625.0,,415621.321964273
Poland,1999,683.0,,121598.0,142128.0,4282.0,,,4.0,7279.0,23394.0,318932.0,1004.0,5543.0,289845.0,,404031.189896818
Poland,2000,741.0,124.0,123052.0,145184.0,4116.0,,,5.0,7151.0,19317.0,288312.0,1021.0,5001.0,294155.0,,392275.757410682
Poland,2001,902.0,120.0,123336.0,145616.0,4220.0,,,14.0,7308.0,19196.0,316372.0,1224.0,4628.0,314714.0,,389931.343995107
Poland,2002,720.0,263.0,122057.0,144126.0,3906.0,,,61.0,7265.0,19482.0,297765.0,1524.0,4225.0,319131.0,,379645.914159297
Poland,2003,763.0,311.0,125922.0,151631.0,3293.0,,,124.0,7943.0,17747.0,309390.0,1903.0,4085.0,335779.0,138.0,393065.574037803
Poland,2004,632.0,318.0,129229.0,154159.0,3691.0,,,142.0,8728.0,17733.0,282298.0,2145.0,4116.0,353367.0,101.0,397602.77053831
Poland,2005,411.0,476.0,130222.0,156936.0,3778.0,,,135.0,9367.0,18027.0,277765.0,2300.0,4008.0,368369.0,221.0,397413.932819532
Poland,2006,577.0,535.0,135300.0,161742.0,3020.0,,,256.0,9860.0,19030.0,281564.0,2428.0,4144.0,377473.0,112.0,411535.543517724
Poland,2007,375.0,439.0,139157.0,159348.0,2939.0,,,522.0,10824.0,18703.0,261696.0,2484.0,4161.0,378592.0,49.0,411240.338790885
Poland,2008,971.0,531.0,139939.0,155305.0,2747.0,,,837.0,11714.0,19290.0,253621.0,2456.0,4197.0,382828.0,36.0,403146.506212713
Poland,2009,978.0,600.0,134833.0,151720.0,2974.0,,,1077.0,11837.0,18962.0,251963.0,2387.0,4272.0,383938.0,86.0,384946.328786087
Poland,2010,2019.0,563.0,141275.0,157657.0,3488.0,,,1664.0,12806.0,20433.0,274106.0,2383.0,4222.0,413286.0,56.0,403598.930904867
Poland,2011,2404.0,531.0,143026.0,163548.0,2761.0,,,3205.0,13266.0,19235.0,242749.0,2289.0,3991.0,397142.0,2.0,403271.359627781
Poland,2012,2814.0,661.0,144162.0,162139.0,2465.0,,1.0,4747.0,12685.0,19215.0,248565.0,2292.0,3795.0,407618.0,2.0,396983.549366664
Poland,2013,2706.0,778.0,144692.0,164557.0,2997.0,,1.0,6004.0,11754.0,18657.0,248749.0,2232.0,3635.0,413272.0,5.0,393091.872196718
Portugal,1991,,,28560.0,29872.0,9176.0,,1.0,1.0,2538.0,854.0,1182.0,825.0,1507.0,,0.0,62349.6783718647
Portugal,1992,,,29439.0,30088.0,5074.0,,1.0,4.0,2681.0,778.0,1318.0,888.0,1692.0,,0.0,66979.8391330233
Portugal,1993,,,29824.0,31206.0,8737.0,,1.0,11.0,2749.0,730.0,1437.0,949.0,1795.0,,0.0,65623.2879006346
Portugal,1994,,42.0,31017.0,31382.0,10702.0,,1.0,17.0,2907.0,749.0,1476.0,994.0,1851.0,,0.0,66935.8597846289
Portugal,1995,,42.0,32621.0,33265.0,8454.0,,1.0,16.0,3047.0,639.0,1523.0,999.0,1890.0,,97.0,71368.4216628915
Portugal,1996,,42.0,34159.0,34521.0,14857.0,,1.0,21.0,3287.0,713.0,2140.0,1097.0,1965.0,,119.0,68834.1828234374
Portugal,1997,,42.0,35656.0,34208.0,13175.0,,1.0,38.0,3561.0,573.0,2816.0,1100.0,1949.0,2044.0,196.0,72195.8182101078
Portugal,1998,,42.0,37652.0,38984.0,13054.0,,1.0,89.0,4014.0,474.0,3366.0,1061.0,2027.0,10897.0,377.0,77195.2341542197
Portugal,1999,,42.0,40389.0,43287.0,7631.0,,1.0,123.0,4211.0,380.0,3610.0,1057.0,2079.0,22763.0,508.0,85194.9945192914
Portugal,2000,,42.0,42588.0,43764.0,11715.0,,1.0,168.0,4734.0,484.0,5626.0,1008.0,2123.0,36773.0,410.0,83930.8395604369
Portugal,2001,,42.0,44598.0,46509.0,14375.0,,1.0,256.0,5148.0,265.0,6765.0,981.0,1995.0,48370.0,525.0,83843.3292797417
Portugal,2002,,42.0,45619.0,46107.0,8257.0,,2.0,362.0,5260.0,267.0,8380.0,961.0,2067.0,55042.0,652.0,88155.8828098531
Portugal,2003,,42.0,47684.0,46852.0,16054.0,,3.0,496.0,5306.0,215.0,9448.0,923.0,2005.0,56110.0,605.0,82929.5439878215
Portugal,2004,,42.0,49555.0,45105.0,10147.0,,3.0,816.0,5514.0,131.0,10789.0,894.0,1927.0,59569.0,715.0,85995.0655168983
Portugal,2005,,42.0,51240.0,46575.0,5118.0,,3.0,1773.0,5461.0,18.0,13712.0,859.0,1808.0,60814.0,825.0,88584.4251282468
Portugal,2006,,42.0,52231.0,49041.0,11467.0,,5.0,2925.0,5296.0,36.0,13840.0,792.0,1672.0,62304.0,796.0,83555.485883523
Portugal,2007,,42.0,52856.0,47253.0,10449.0,,24.0,4037.0,5440.0,278.0,14132.0,775.0,1587.0,66978.0,644.0,81099.9493471506
Portugal,2008,,42.0,53371.0,45969.0,7296.0,,38.0,5757.0,5344.0,109.0,13251.0,734.0,1488.0,67229.0,700.0,78734.1165596236
Portugal,2009,,42.0,52565.0,50207.0,9009.0,,160.0,7577.0,5434.0,30.0,13111.0,693.0,1462.0,66893.0,605.0,75935.9020110487
Portugal,2010,,42.0,54893.0,54090.0,16547.0,,211.0,9182.0,5479.0,75.0,14142.0,663.0,1388.0,72775.0,577.0,71333.5980754193
Portugal,2011,,65.0,53204.0,52463.0,12115.0,,280.0,9161.0,5083.0,26.0,13985.0,612.0,1248.0,76468.0,491.0,69774.2213716337
Portugal,2012,21.0,65.0,51817.0,46614.0,6660.0,,393.0,10259.0,4621.0,28.0,14449.0,572.0,1127.0,75125.0,410.0,67681.248812994
Portugal,2013,27.0,52.0,51728.0,51672.0,14868.0,,479.0,12014.0,4531.0,25.0,14735.0,554.0,1100.0,72882.0,438.0,65884.8578139682
Romania,1991,,,58251.0,58937.0,14588.0,,,,3024.0,455.0,331315.0,222.0,1744.0,696575.0,96.0,208477.415365055
Romania,1992,,,52261.0,54195.0,11700.0,,,,3241.0,599.0,372399.0,203.0,1256.0,246649.0,116.0,190934.821941263
Romania,1993,,,51242.0,55476.0,12768.0,,,,2564.0,103.0,361207.0,186.0,1088.0,256915.0,144.0,182011.073556392
Romania,1994,,,49906.0,55136.0,13046.0,,,,2682.0,96.0,224546.0,127.0,1195.0,391183.0,119.0,178107.9044609
Romania,1995,,,53199.0,59266.0,16693.0,,,,2678.0,4.0,195896.0,190.0,1022.0,441346.0,138.0,185010.510955194
Romania,1996,,,53333.0,61350.0,15755.0,1386.0,,,3599.0,6.0,235051.0,158.0,1409.0,419004.0,172.0,187475.719181006
Romania,1997,,,53624.0,57148.0,17509.0,5400.0,,,3531.0,8.0,204538.0,249.0,1556.0,355882.0,135.0,175492.32678625
Romania,1998,,,50479.0,53496.0,18879.0,5307.0,,,3274.0,15.0,209918.0,258.0,1544.0,295675.0,131.0,155283.125768437
Romania,1999,,321.0,45383.0,50710.0,18290.0,5198.0,,,2327.0,7.0,165794.0,276.0,1251.0,295003.0,142.0,136767.727856024
Romania,2000,,281.0,47929.0,51934.0,14778.0,5456.0,,,2565.0,54.0,149463.0,281.0,1326.0,301252.0,240.0,142404.667364628
Romania,2001,,229.0,49113.0,53866.0,14923.0,5446.0,,,2839.0,17.0,137778.0,304.0,1689.0,318625.0,321.0,149257.929059923
Romania,2002,0.0,645.0,48202.0,54735.0,16046.0,5513.0,,0.0,3015.0,11.0,111594.0,317.0,1663.0,323686.0,441.0,148022.889172072
Romania,2003,0.0,744.0,49233.0,55140.0,13259.0,4906.0,,0.0,3082.0,7.0,101288.0,397.0,1660.0,354912.0,305.0,153271.396474872
Romania,2004,0.0,518.0,51511.0,56499.0,16513.0,5548.0,,0.0,3109.0,338.0,91557.0,381.0,1715.0,343227.0,489.0,151877.024946004
Romania,2005,0.0,717.0,52601.0,59413.0,20207.0,5555.0,,0.0,2935.0,381.0,101462.0,642.0,1695.0,334311.0,350.0,149329.227887785
Romania,2006,0.0,563.0,54077.0,62697.0,18356.0,5632.0,,0.0,3223.0,189.0,93399.0,477.0,1552.0,359181.0,189.0,151431.555316116
Romania,2007,29.0,617.0,54075.0,61673.0,15966.0,7709.0,0.0,3.0,3676.0,134.0,75287.0,628.0,1607.0,304365.0,218.0,148708.180463993
Romania,2008,15.0,971.0,55852.0,64956.0,17195.0,11226.0,0.0,5.0,3939.0,120.0,74479.0,410.0,1532.0,317867.0,268.0,143548.868953372
Romania,2009,17.0,1005.0,50109.0,58014.0,15807.0,11752.0,0.0,9.0,3665.0,88.0,68469.0,523.0,1486.0,273211.0,135.0,125528.055603277
Romania,2010,101.0,916.0,53181.0,60979.0,20243.0,11623.0,0.0,306.0,3545.0,111.0,69063.0,425.0,1329.0,279902.0,65.0,119124.98108324
Romania,2011,414.0,923.0,54301.0,62217.0,14946.0,11747.0,1.0,1388.0,3843.0,250.0,69546.0,443.0,1281.0,283858.0,206.0,124264.61705774
Romania,2012,919.0,902.0,53595.0,59045.0,12337.0,11466.0,8.0,2640.0,4349.0,208.0,62922.0,370.0,1322.0,278070.0,297.0,122666.95430426
Romania,2013,383.0,1049.0,51662.0,58887.0,15308.0,11618.0,420.0,4520.0,4136.0,185.0,59197.0,374.0,1268.0,264286.0,244.0,111933.89585605
Russian Federation,1992,,,922416.0,1008450.0,171843.0,119626.0,,,48896.0,29368.0,8500252.0,2517.0,28860.0,5160538.0,1048.0,3002768.80020962
Russian Federation,1993,,,869283.0,956587.0,174284.0,119186.0,,,35033.0,30599.0,8561943.0,2572.0,25619.0,5455954.0,1068.0,2809294.52481872
Russian Federation,1994,,,792254.0,875914.0,176011.0,97820.0,,,26797.0,21865.0,7751280.0,2458.0,24873.0,4983401.0,772.0,2511690.61824298
Russian Federation,1995,,,780463.0,860027.0,176412.0,99532.0,,,24052.0,21373.0,7198200.0,1980.0,24836.0,4813916.0,1321.0,2429432.44370705
Russian Federation,1996,,,765462.0,847183.0,154345.0,109026.0,,,24353.0,15688.0,5973400.0,1523.0,23622.0,4797936.0,734.0,2354767.26191203
Russian Federation,1997,,,752315.0,834132.0,157542.0,108498.0,,0.0,23407.0,14845.0,5715100.0,2505.0,23832.0,4440090.0,1321.0,2261183.4663907
Russian Federation,1998,,,742949.0,827158.0,159466.0,105320.0,,0.0,21367.0,13931.0,5677500.0,1359.0,24403.0,4577999.0,997.0,2229674.66572712
Russian Federation,1999,,,765341.0,846226.0,161371.0,121874.0,,2.0,22015.0,17144.0,5705634.0,2644.0,24322.0,4657613.0,979.0,2261391.53957599
Russian Federation,2000,,,794510.0,877766.0,165375.0,130715.0,,2.0,22931.0,17812.0,5727572.0,4151.0,23259.0,4663794.0,1123.0,2274497.94442973
Russian Federation,2001,,,805579.0,891284.0,175850.0,136935.0,,3.0,23443.0,19457.0,5724348.0,3940.0,24896.0,4662221.0,874.0,2334066.89048283
Russian Federation,2002,,,806887.0,891285.0,164190.0,141629.0,,6.0,21525.0,13951.0,5471352.0,3981.0,25485.0,4712889.0,1062.0,2342532.90912542
Russian Federation,2003,,,831726.0,916286.0,157720.0,150342.0,,9.0,21915.0,13778.0,5525833.0,4586.0,25662.0,5024666.0,1061.0,2422097.78719788
Russian Federation,2004,,,851644.0,931865.0,177783.0,144707.0,,7.0,23211.0,13478.0,5446251.0,5086.0,26451.0,5060216.0,940.0,2471236.40549359
Russian Federation,2005,,,872447.0,953086.0,174604.0,149446.0,,7.0,23103.0,10313.0,5036039.0,5292.0,26260.0,4960426.0,1016.0,2501637.91007254
Russian Federation,2006,,,905402.0,995794.0,175282.0,156436.0,,5.0,24307.0,10787.0,5136566.0,5862.0,27893.0,5070220.0,1254.0,2574412.00965123
Russian Federation,2007,,,925553.0,1015333.0,178982.0,160039.0,,7.0,24830.0,8995.0,4966054.0,6210.0,28757.0,4981000.0,993.0,2584309.06044644
Russian Federation,2008,,,952620.0,1040379.0,166711.0,163085.0,,5.0,26590.0,11626.0,4757649.0,6742.0,31573.0,5127508.0,1203.0,2616463.55390157
Russian Federation,2009,,,914959.0,991980.0,176118.0,163584.0,,4.0,23961.0,8485.0,4543552.0,4407.0,31279.0,4756279.0,1252.0,2481987.79247174
Russian Federation,2010,,,949353.0,1038030.0,168397.0,170415.0,,4.0,23253.0,7628.0,4799594.0,4123.0,33334.0,5081908.0,1571.0,2602483.42792335
Russian Federation,2011,,,961241.0,1054765.0,167608.0,172941.0,,5.0,26035.0,8058.0,5173595.0,4626.0,33765.0,4896134.0,1696.0,2665179.25767954
Russian Federation,2012,,,982820.0,1070734.0,167319.0,177534.0,,5.0,22816.0,8432.0,5180648.0,5401.0,35061.0,4482850.0,1844.0,2700925.24004231
Russian Federation,2013,,,978734.0,1059092.0,182654.0,172508.0,,5.0,23367.0,6428.0,4520206.0,5839.0,35689.0,4405603.0,2627.0,2643064.5998411
Slovakia,1992,,,23504.0,23627.0,2332.0,11050.0,,,837.0,769.0,27593.0,32.0,435.0,169387.0,,59204.279816753
Slovakia,1993,,,22654.0,24442.0,3865.0,11486.0,,,767.0,1028.0,26895.0,37.0,414.0,161445.0,,55689.2829100671
Slovakia,1994,,,22801.0,25712.0,4609.0,12595.0,,,778.0,984.0,24954.0,38.0,482.0,150765.0,,53053.299044382
Slovakia,1995,,,24363.0,26774.0,5226.0,11437.0,,,881.0,1013.0,30243.0,34.0,504.0,164626.0,,54405.5771330106
Slovakia,1996,,,25965.0,25760.0,4533.0,11249.0,,,834.0,739.0,35250.0,33.0,459.0,178786.0,,54706.0658504021
Slovakia,1997,,,25865.0,25347.0,4358.0,11073.0,,,850.0,862.0,30940.0,35.0,629.0,176706.0,,54396.9380264408
Slovakia,1998,,,23985.0,26032.0,4567.0,11394.0,,,863.0,992.0,33056.0,32.0,612.0,184960.0,,52993.843018462
Slovakia,1999,,,25632.0,28407.0,4776.0,13117.0,,,853.0,493.0,26666.0,32.0,638.0,189601.0,,51700.4255895351
Slovakia,2000,,,24648.0,31158.0,4975.0,16494.0,,,830.0,768.0,25916.0,30.0,592.0,193863.0,,49712.4776565827
Slovakia,2001,208.0,42.0,25671.0,32046.0,5117.0,17103.0,,,871.0,823.0,44261.0,34.0,611.0,185779.0,47.0,52127.6656030658
Slovakia,2002,109.0,69.0,25543.0,32427.0,5483.0,17953.0,,,1028.0,638.0,42735.0,90.0,722.0,176044.0,46.0,50144.7586875242
Slovakia,2003,75.0,53.0,26196.0,31178.0,3672.0,17864.0,,2.0,895.0,740.0,42945.0,54.0,668.0,166670.0,34.0,50586.5760160679
Slovakia,2004,206.0,51.0,26121.0,30567.0,4207.0,17026.0,,6.0,962.0,722.0,42032.0,50.0,614.0,153599.0,54.0,51315.162528611
Slovakia,2005,39.0,57.0,25868.0,31455.0,4741.0,17727.0,,6.0,1097.0,716.0,39826.0,57.0,643.0,182706.0,49.0,51287.3749784774
Slovakia,2006,201.0,67.0,26329.0,31418.0,4566.0,18012.0,,6.0,1172.0,754.0,34719.0,48.0,606.0,171136.0,39.0,51206.9149886339
Slovakia,2007,95.0,68.0,27257.0,28056.0,4615.0,15334.0,,8.0,1327.0,867.0,31084.0,27.0,634.0,162684.0,13.0,49405.0730814613
Slovakia,2008,128.0,70.0,26881.0,28962.0,4241.0,16703.0,,7.0,1443.0,936.0,29888.0,52.0,673.0,168066.0,16.0,50088.7365180064
Slovakia,2009,401.0,68.0,25084.0,26155.0,4604.0,14081.0,,6.0,1274.0,1157.0,32182.0,57.0,630.0,138460.0,26.0,45557.6290204964
Slovakia,2010,225.0,70.0,25933.0,27858.0,5649.0,14574.0,17.0,6.0,1571.0,944.0,35649.0,38.0,622.0,162437.0,23.0,46482.8737554074
Slovakia,2011,797.0,60.0,26308.0,28656.0,4146.0,15411.0,397.0,5.0,1545.0,852.0,32133.0,41.0,586.0,136449.0,38.0,45604.0184269931
Slovakia,2012,817.0,55.0,26154.0,28664.0,4439.0,15495.0,424.0,6.0,1525.0,615.0,31943.0,57.0,569.0,131256.0,47.0,43175.5884668369
Slovakia,2013,228.0,69.0,26799.0,28832.0,5166.0,15720.0,588.0,6.0,1518.0,753.0,31093.0,56.0,574.0,139388.0,44.0,42792.4788996332
Slovenia,1992,,,9271.0,12344.0,3423.0,3971.0,,,673.0,13.0,7917.0,42.0,580.0,26037.0,,17410.0681306423
Slovenia,1993,,,9304.0,11946.0,3035.0,3956.0,,,845.0,17.0,8070.0,38.0,689.0,25777.0,,17605.5382076413
Slovenia,1994,,,9890.0,12895.0,3399.0,4609.0,,,908.0,22.0,7922.0,37.0,765.0,25758.0,,18004.4453928209
Slovenia,1995,,,10175.0,12913.0,3252.0,4779.0,,,1053.0,20.0,8706.0,34.0,821.0,26771.0,,18761.01803777
Slovenia,1996,,,10361.0,13057.0,3673.0,4647.0,,,1276.0,26.0,9473.0,39.0,923.0,27846.0,,19440.2444733498
Slovenia,1997,,,10661.0,13176.0,3092.0,5019.0,,,1296.0,19.0,8863.0,74.0,913.0,28377.0,,19794.466740047
Slovenia,1998,,,10972.0,13728.0,3449.0,5042.0,,,1256.0,14.0,8923.0,75.0,798.0,29128.0,,19520.3865901311
Slovenia,1999,23.0,,11119.0,13262.0,3741.0,4696.0,,,1256.0,10.0,8661.0,84.0,774.0,29685.0,25.0,18892.7989721634
Slovenia,2000,28.0,,11474.0,13624.0,3834.0,4761.0,,,1146.0,11.0,8181.0,92.0,807.0,26464.0,0.0,19126.2291661025
Slovenia,2001,51.0,,11819.0,14466.0,3796.0,5257.0,,,1244.0,16.0,8258.0,88.0,800.0,27904.0,0.0,20010.7197823299
Slovenia,2002,52.0,,12559.0,14598.0,3312.0,5528.0,,,1261.0,35.0,7735.0,84.0,767.0,27449.0,0.0,20159.895746672
Slovenia,2003,47.0,,13059.0,13820.0,2957.0,5207.0,,,1308.0,41.0,7921.0,88.0,749.0,29438.0,27.0,19878.2471571766
Slovenia,2004,65.0,,13552.0,15271.0,4094.0,5459.0,,,1425.0,32.0,8165.0,82.0,666.0,30978.0,41.0,20198.4456736378
Slovenia,2005,61.0,,13824.0,15117.0,3461.0,5884.0,,,1469.0,39.0,8194.0,89.0,655.0,30926.0,47.0,20522.7384015046
Slovenia,2006,58.0,,14161.0,15115.0,3591.0,5548.0,,,1546.0,37.0,7953.0,83.0,640.0,30574.0,64.0,20694.9724736023
Slovenia,2007,72.0,0.0,14273.0,15043.0,3266.0,5695.0,0.0,,1579.0,59.0,7123.0,83.0,620.0,30017.0,51.0,20831.8365544054
Slovenia,2008,80.0,0.0,13758.0,16399.0,4018.0,6273.0,1.0,0.0,1952.0,62.0,7721.0,84.0,651.0,29780.0,51.0,21523.5484179448
Slovenia,2009,87.0,283.0,12316.0,16403.0,4715.0,5739.0,4.0,0.0,1646.0,23.0,7513.0,79.0,594.0,26666.0,44.0,19595.3672464151
Slovenia,2010,107.0,1078.0,13045.0,16440.0,4703.0,5657.0,13.0,0.0,1728.0,16.0,8030.0,84.0,582.0,28859.0,31.0,19618.7649294739
Slovenia,2011,102.0,1169.0,13436.0,16059.0,3706.0,6215.0,65.0,0.0,1735.0,15.0,7976.0,79.0,566.0,26893.0,27.0,19626.4639887411
Slovenia,2012,100.0,1133.0,13415.0,15736.0,4087.0,5528.0,163.0,0.0,1734.0,13.0,7644.0,83.0,514.0,25460.0,24.0,19035.4208792702
Slovenia,2013,97.0,1250.0,13435.0,16103.0,4923.0,5300.0,215.0,4.0,1641.0,4.0,7661.0,76.0,470.0,25150.0,43.0,18313.7815337237
